label,cluster_no
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,4
coffee,1
